Year	TaxonKey	ID	IPrice_Mean	IPrice_CI	IPrice_N	IPrice_pval	MatchCode
2013	600066	2013:600066	2254.97117667047	435.475351066833	17	9.15281687908889e-05	TaxonKey:Match
2014	600066	2014:600066	2122.23174723104	414.707104801619	17	0.000103352904312013	TaxonKey:Match
2015	600066	2015:600066	1583.81019462589	359.49659605185	19	0.000341186434140542	TaxonKey:Match
2016	600066	2016:600066	2120.44398061404	389.497491895549	14	0.000112355175281988	TaxonKey:Match
2011	400359	2011:400359	2939.34799642539	387.377802443136	24	1.05006406512474e-07	TaxonKey:Match
2012	400359	2012:400359	2634.42370922069	336.677921740502	20	2.32511537336151e-07	TaxonKey:Match
2013	400359	2013:400359	3338.63966467962	484.168048273113	23	6.33497858605541e-07	TaxonKey:Match
2014	400359	2014:400359	3304.24930895708	524.323763854979	24	1.97764709534354e-06	TaxonKey:Match
2015	400359	2015:400359	3332.50789967591	426.510970059541	23	8.7147426089999e-08	TaxonKey:Match
2016	400359	2016:400359	3697.52762540109	461.683881707958	23	5.79662798736402e-08	TaxonKey:Match
2011	690109	2011:690109	10046.074072887	1377.90001185464	9	8.46327567000651e-05	TaxonKey:Match
2012	690109	2012:690109	10005.5185481718	1880.33874011099	8	0.00109793376812578	TaxonKey:Match
2013	690109	2013:690109	11233.6054481876	2708.68654680014	8	0.00430988072550303	TaxonKey:Match
2014	690109	2014:690109	12674.3125270018	2499.16651756556	8	0.00144480827208331	TaxonKey:Match
2015	690109	2015:690109	13362.9524012753	3109.39302514942	8	0.00357709355333438	TaxonKey:Match
2016	690109	2016:690109	10458.0620060885	2693.11170837843	8	0.00602754578348657	TaxonKey:Match
2011	601350	2011:601350	1240.21766509255	276.928754204896	16	0.000441865298714068	TaxonKey:Match
2012	601350	2012:601350	1233.27147505934	264.530366343222	19	0.000193905094865453	TaxonKey:Match
2013	601350	2013:601350	1226.23806866572	277.424646702635	19	0.000330463497086197	TaxonKey:Match
2014	601350	2014:601350	1357.04675228127	300.481643742995	19	0.000267256490647814	TaxonKey:Match
2015	601350	2015:601350	1314.21038023108	295.957051998518	20	0.000280625503523242	TaxonKey:Match
2016	601350	2016:601350	1162.4138485861	242.06563754907	21	0.000108488330986395	TaxonKey:Match
2011	690085	2011:690085	7072.72279756474	882.95906922068	14	2.20503003293655e-06	TaxonKey:Match
2012	690085	2012:690085	6185.61099498356	870.782304260608	14	8.00918588220234e-06	TaxonKey:Match
2013	690085	2013:690085	6379.15269120324	894.631107408865	15	5.08800210047329e-06	TaxonKey:Match
2014	690085	2014:690085	6979.14338554527	989.958920178004	15	5.77419626579434e-06	TaxonKey:Match
2015	690085	2015:690085	7176.37568142439	1032.09502158928	15	6.72912033244752e-06	TaxonKey:Match
2016	690085	2016:690085	7754.3182286231	978.782835281613	14	2.48756575612136e-06	TaxonKey:Match
2011	602535	2011:602535	3766.23787500383	1149.99286887739	6	0.0220759246354046	TaxonKey:Match
2012	602535	2012:602535	2021.50256470977	121.043424203155	245	2.85814503294679e-42	ISSTGN:Match
2013	602535	2013:602535	1274.58206065377	418.891400874788	10	0.0139556425461875	GenTGN:Match
2014	602535	2014:602535	1895.49352971422	536.733490242439	13	0.00413471222079312	GenTGN:Match
2015	602535	2015:602535	5009.71638482205	1575.28557304288	5	0.0335289287948144	TaxonKey:Match
2016	602535	2016:602535	1777.03808443577	355.119426564403	10	0.000734887546960351	GenTGN:Match
2011	690051	2011:690051	28744.2105750283	1695.89644709616	3	0.00346288011365811	TaxonKey:Match
2012	690051	2012:690051	31339.390439597	2732.15779946855	3	0.00751473175596644	TaxonKey:Match
2013	690051	2013:690051	34042.3353762208	1606.1222524004	3	0.00221856097757858	TaxonKey:Match
2014	690051	2014:690051	20622.4475689805	5943.56583559385	4	0.0403548536053934	TaxonKey:Match
2015	690051	2015:690051	20103.6239438771	2835.11455099473	11	3.33124959050675e-05	FamTGN:Match
2016	690051	2016:690051	21058.7356953615	6028.53721236859	4	0.0396758042066864	GenTGN:Match
2011	501163	2011:501163	2501.73528207426	423.669894411477	13	7.19779577605594e-05	TaxonKey:Match
2012	501163	2012:501163	2260.88179712444	494.317205341353	12	0.00079846690557503	TaxonKey:Match
2013	501163	2013:501163	2790.55983703108	457.194985917934	10	0.000178451819115575	TaxonKey:Match
2014	501163	2014:501163	2469.28640755394	458.644429071438	10	0.000442240893573967	TaxonKey:Match
2015	501163	2015:501163	3214.32870301108	515.795138163903	11	9.73314905715469e-05	TaxonKey:Match
2016	501163	2016:501163	2402.90227317534	492.581311283121	11	0.000643701891192603	TaxonKey:Match
2011	300063	2011:300063	2164.50344765517	148.726309937298	137	1.62063899150603e-29	ISSTGN:Match
2012	300063	2012:300063	1793.14873765976	126.992926854806	141	1.05375068517405e-28	ISSTGN:Match
2013	300063	2013:300063	1831.68162173272	131.028523376242	156	2.99099605730478e-29	ISSTGN:Match
2014	300063	2014:300063	2129.98796654175	143.334591251037	145	7.25999503308064e-31	ISSTGN:Match
2015	300063	2015:300063	1843.61061829963	151.030892481577	162	1.11730876481023e-24	ISSTGN:Match
2016	300063	2016:300063	2027.35000512537	146.016334608191	156	5.39408168883112e-29	ISSTGN:Match
2011	400011	2011:400011	1624.73813129457	249.522710888394	29	4.6755709651704e-07	FamTGN:Match
2012	400011	2012:400011	1330.86333983756	200.557678677045	31	2.39389404595786e-07	FamTGN:Match
2013	400011	2013:400011	1634.16121715043	205.931544173307	41	9.67149196783818e-10	FamTGN:Match
2014	400011	2014:400011	1694.34703938776	214.324749051441	35	3.30663868955711e-09	FamTGN:Match
2015	400011	2015:400011	1738.67618626163	264.109223544807	38	1.02459119579335e-07	FamTGN:Match
2016	400011	2016:400011	1727.84279892984	276.147258121973	31	6.8138880695691e-07	FamTGN:Match
2011	500816	2011:500816	1679.48155253911	333.437408852985	12	0.000379828157194469	GenTGN:Match
2012	500816	2012:500816	1441.59564542063	290.51661323259	13	0.000329565390761668	GenTGN:Match
2013	500816	2013:500816	1303.71655938016	271.985601663299	16	0.000236967516186786	GenTGN:Match
2014	500816	2014:500816	1622.11013925115	287.370300102507	14	8.00099330854641e-05	GenTGN:Match
2015	500816	2015:500816	1473.21165781484	178.974784215745	15	9.81115273452411e-07	GenTGN:Match
2016	500816	2016:500816	1502.70568926759	220.212153349862	12	2.86147193246756e-05	GenTGN:Match
2011	600864	2011:600864	1679.48155253911	333.437408852985	12	0.000379828157194469	GenTGN:Match
2012	600864	2012:600864	1441.59564542063	290.51661323259	13	0.000329565390761668	GenTGN:Match
2013	600864	2013:600864	1303.71655938016	271.985601663299	16	0.000236967516186786	GenTGN:Match
2014	600864	2014:600864	1622.11013925115	287.370300102507	14	8.00099330854641e-05	GenTGN:Match
2015	600864	2015:600864	1473.21165781484	178.974784215745	15	9.81115273452411e-07	GenTGN:Match
2016	600864	2016:600864	1502.70568926759	220.212153349862	12	2.86147193246756e-05	GenTGN:Match
2011	600880	2011:600880	1679.48155253911	333.437408852985	12	0.000379828157194469	GenTGN:Match
2012	600880	2012:600880	1441.59564542063	290.51661323259	13	0.000329565390761668	GenTGN:Match
2013	600880	2013:600880	1303.71655938016	271.985601663299	16	0.000236967516186786	GenTGN:Match
2014	600880	2014:600880	1622.11013925115	287.370300102507	14	8.00099330854641e-05	GenTGN:Match
2015	600880	2015:600880	1473.21165781484	178.974784215745	15	9.81115273452411e-07	GenTGN:Match
2016	600880	2016:600880	1502.70568926759	220.212153349862	12	2.86147193246756e-05	GenTGN:Match
2011	600648	2011:600648	2258.15303942449	293.681653677209	4	0.00457097893987435	TaxonKey:Match
2012	600648	2012:600648	2745.83153993413	353.393656430325	4	0.00443522593675708	GenTGN:Match
2013	600648	2013:600648	2520.16449470232	416.701643455369	3	0.0262672060643784	GenTGN:Match
2014	600648	2014:600648	2513.00867446988	398.5683260318	5	0.00323483855201966	GenTGN:Match
2015	600648	2015:600648	2683.8992719155	294.755491727067	6	0.000267445877568963	GenTGN:Match
2016	600648	2016:600648	2662.4130389445	377.744139142471	4	0.00586985792823476	GenTGN:Match
2011	290002	2011:290002	4375.00250276569	576.316966519729	36	6.70169001968964e-09	TaxonKey:Match
2012	290002	2012:290002	4050.90921437368	567.095686353369	36	2.4983811576787e-08	TaxonKey:Match
2013	290002	2013:290002	3199.49453343866	694.255920023156	35	5.49521927117039e-05	TaxonKey:Match
2014	290002	2014:290002	3801.12437764697	655.17805933282	35	1.5585470822596e-06	TaxonKey:Match
2016	290002	2016:290002	4922.59012986823	745.71598743119	35	1.44250086257524e-07	TaxonKey:Match
2011	600090	2011:600090	2321.44436219087	137.040942164299	246	3.9128019216033e-43	ISSTGN:Match
2012	600090	2012:600090	2021.50256470977	121.043424203155	245	2.85814503294679e-42	ISSTGN:Match
2013	600090	2013:600090	2221.77400491102	125.94712900096	266	1.34152035325517e-46	ISSTGN:Match
2014	600090	2014:600090	2347.6999664842	155.019267439971	271	6.33046949977244e-38	ISSTGN:Match
2015	600090	2015:600090	2151.24747393706	124.336620476328	281	4.07440118730796e-46	ISSTGN:Match
2016	600090	2016:600090	2189.69527553041	139.300090430185	256	2.15829654692084e-39	ISSTGN:Match
2011	600044	2011:600044	1305.0831856038	354.937960815603	7	0.01036840103824	TaxonKey:Match
2012	600044	2012:600044	1286.85620623545	93.0074969455435	6	3.5419232772775e-05	TaxonKey:Match
2013	600044	2013:600044	1773.35503413648	573.618677646819	9	0.014855251901293	TaxonKey:Match
2014	600044	2014:600044	1788.06086899529	665.516507670711	8	0.0312334457311943	TaxonKey:Match
2015	600044	2015:600044	1886.76048668837	527.254181469224	9	0.00720434780860794	TaxonKey:Match
2016	600044	2016:600044	1763.00412038731	475.511311403604	9	0.00597695829183944	TaxonKey:Match
2011	300028	2011:300028	971.906043758226	86.6342070838669	134	5.75904891995749e-21	ISSTGN:Match
2012	300028	2012:300028	903.582952941738	83.4236603447765	139	3.62877364029036e-20	ISSTGN:Match
2013	300028	2013:300028	1085.98182094563	80.7139785070143	156	7.84479260270708e-28	ISSTGN:Match
2014	300028	2014:300028	1032.86702475525	82.3368964838553	152	3.49781046583496e-25	ISSTGN:Match
2015	300028	2015:300028	1059.79482080419	82.36032021289	156	3.07349952492151e-26	ISSTGN:Match
2016	300028	2016:300028	1111.79749890411	90.8447750537361	144	5.18972701632901e-24	ISSTGN:Match
2011	600301	2011:600301	3015.5428830111	538.364017890866	15	6.5312814425694e-05	TaxonKey:Match
2012	600301	2012:600301	2546.56825772217	449.632816577565	17	3.52415661667753e-05	TaxonKey:Match
2013	600301	2013:600301	1831.91078866593	606.26170330784	16	0.00858562715656498	TaxonKey:Match
2014	600301	2014:600301	2161.36424095231	434.856722586817	18	0.00011661143209968	TaxonKey:Match
2015	600301	2015:600301	2422.26912587471	411.845078698097	18	1.81278143749254e-05	TaxonKey:Match
2016	600301	2016:600301	2261.29058038196	499.685094516845	16	0.000402390102601354	TaxonKey:Match
2011	690091	2011:690091	4450.34217547977	1844.20066617966	11	0.0364860710262217	TaxonKey:Match
2012	690091	2012:690091	5720.49093429564	1379.69261469981	11	0.00199202536377551	TaxonKey:Match
2013	690091	2013:690091	6147.35971846613	1547.20819409685	12	0.00218411262859144	TaxonKey:Match
2014	690091	2014:690091	6023.54226478087	1381.99621170435	11	0.00142431152417418	TaxonKey:Match
2015	690091	2015:690091	6222.27788930784	1304.38959106039	12	0.000580437033790066	TaxonKey:Match
2016	690091	2016:690091	9442.87570278699	1609.52118889104	12	0.000108197612164856	TaxonKey:Match
2011	390045	2011:390045	7600.09643973237	719.984445101276	125	5.62394252730846e-19	ISSTGN:Match
2012	390045	2012:390045	6886.71708146282	881.171212930361	128	1.80859464929134e-12	ISSTGN:Match
2013	390045	2013:390045	9035.86617678823	727.996279827658	143	2.03690646502008e-24	ISSTGN:Match
2014	390045	2014:390045	9113.45728409586	781.931275359449	146	1.44869392645275e-22	ISSTGN:Match
2015	390045	2015:390045	9785.11757930763	710.456425943713	144	5.28983721932196e-28	ISSTGN:Match
2016	390045	2016:390045	11109.9988153541	766.038460798918	152	2.07535498780775e-30	ISSTGN:Match
2011	600063	2011:600063	12377.6208136619	1751.23935679709	15	5.61292666439639e-06	TaxonKey:Match
2012	600063	2012:600063	12335.9309916529	1555.56372043198	18	4.11163389852503e-07	TaxonKey:Match
2013	600063	2013:600063	13901.567200678	1659.17312135055	17	3.02821061341904e-07	TaxonKey:Match
2014	600063	2014:600063	13339.3333345348	1880.11970902671	16	3.65502347761889e-06	TaxonKey:Match
2015	600063	2015:600063	13563.9965285971	1772.36344897967	16	1.48012038469136e-06	TaxonKey:Match
2016	600063	2016:600063	8895.58663499268	2757.31979964501	18	0.00496008646676643	TaxonKey:Match
2011	601753	2011:601753	10431.9641699472	2612.74478890982	11	0.00254807829378754	TaxonKey:Match
2012	601753	2012:601753	10318.9176208319	1701.72161723246	7	0.000912388437000108	TaxonKey:Match
2013	601753	2013:601753	13271.3568135183	2226.67031296051	9	0.000338100686324597	TaxonKey:Match
2014	601753	2014:601753	13604.653272278	2299.38162945046	9	0.000355023678061024	TaxonKey:Match
2015	601753	2015:601753	11666.689134429	2611.21766591684	10	0.00155935529325792	TaxonKey:Match
2016	601753	2016:601753	14209.7322231768	2040.71344984493	10	6.58805646551873e-05	TaxonKey:Match
2011	601754	2011:601754	10248.4713695839	2968.35937065458	6	0.0181871938966959	TaxonKey:Match
2012	601754	2012:601754	10334.2779823842	3111.27363455483	5	0.0293358004926079	TaxonKey:Match
2013	601754	2013:601754	9219.09777017375	2365.35653339798	8	0.00591751779296843	TaxonKey:Match
2014	601754	2014:601754	9493.56997496597	2426.1118210354	7	0.00786442919052556	TaxonKey:Match
2015	601754	2015:601754	9162.87790907512	2480.79739515489	7	0.0101661715104911	TaxonKey:Match
2016	601754	2016:601754	10883.0277080959	2858.28864954049	8	0.00664922798202436	TaxonKey:Match
2011	602058	2011:602058	2398.69853918792	331.428050614346	10	4.88172461230484e-05	TaxonKey:Match
2012	602058	2012:602058	1832.21917424273	300.628194364909	10	0.000180415442022996	TaxonKey:Match
2013	602058	2013:602058	1259.56887660078	276.656506825841	8	0.002627243755006	TaxonKey:Match
2014	602058	2014:602058	1313.85263655754	344.932027336763	6	0.012512592143546	TaxonKey:Match
2015	602058	2015:602058	1239.16130055731	435.96772843185	6	0.0361477415020839	TaxonKey:Match
2016	602058	2016:602058	1266.68600270553	307.630549833697	7	0.00623329967998269	TaxonKey:Match
2011	607616	2011:607616	1943.07825912737	336.522395504472	7	0.0011786630161957	TaxonKey:Match
2012	607616	2012:607616	2128.75191264177	434.368260975427	6	0.00447135545914246	TaxonKey:Match
2013	607616	2013:607616	2250.05627823219	311.42877680313	7	0.000356523065621433	TaxonKey:Match
2014	607616	2014:607616	2397.97126761696	519.270619898904	7	0.00362308923881594	TaxonKey:Match
2015	607616	2015:607616	2295.76988705665	454.157133181063	7	0.00232209671275366	TaxonKey:Match
2016	607616	2016:607616	2204.66173110006	456.366861797702	7	0.00290759945557647	TaxonKey:Match
2011	600641	2011:600641	2321.44436219087	137.040942164299	246	3.9128019216033e-43	ISSTGN:Match
2012	600641	2012:600641	2021.50256470977	121.043424203155	245	2.85814503294679e-42	ISSTGN:Match
2013	600641	2013:600641	2221.77400491102	125.94712900096	266	1.34152035325517e-46	ISSTGN:Match
2014	600641	2014:600641	2347.6999664842	155.019267439971	271	6.33046949977244e-38	ISSTGN:Match
2015	600641	2015:600641	1174.05052017166	233.800941597003	3	0.0374437274676587	TaxonKey:Match
2016	600641	2016:600641	2189.69527553041	139.300090430185	256	2.15829654692084e-39	ISSTGN:Match
2011	500366	2011:500366	13429.5709785851	2985.9027061197	11	0.00114724908252193	TaxonKey:Match
2012	500366	2012:500366	9553.9109786848	3550.00524701989	11	0.0226514888903726	TaxonKey:Match
2013	500366	2013:500366	14324.0178859991	3131.75423657248	12	0.000798397411159344	TaxonKey:Match
2014	500366	2014:500366	11130.7741959622	3072.03257390574	10	0.00554351596572853	TaxonKey:Match
2015	500366	2015:500366	13851.1062699892	3257.47297017157	11	0.00168390574960119	TaxonKey:Match
2016	500366	2016:500366	11595.1847916642	3492.36023720349	10	0.00893807963540107	TaxonKey:Match
2011	600097	2011:600097	2731.55328383889	577.151822055854	14	0.000391355100203754	TaxonKey:Match
2012	600097	2012:600097	2890.08860977318	711.083516457105	11	0.00227067101635317	TaxonKey:Match
2013	600097	2013:600097	3235.29654055731	910.729684054929	10	0.00619234307139868	TaxonKey:Match
2014	600097	2014:600097	3345.29006154076	522.636525610862	13	3.39845228419924e-05	TaxonKey:Match
2015	600097	2015:600097	3928.33124646344	410.563038939305	11	2.37869724918179e-06	TaxonKey:Match
2016	600097	2016:600097	4719.59825051169	553.114406059866	11	6.66536073247993e-06	TaxonKey:Match
2013	600807	2013:600807	1618.21595660345	401.754853002625	24	0.00052491616067362	FamTGN:Match
2011	600636	2011:600636	1688.00466767885	545.426513741925	5	0.0364030710105199	FamTGN:Match
2012	600636	2012:600636	2021.50256470977	121.043424203155	245	2.85814503294679e-42	ISSTGN:Match
2013	600636	2013:600636	1259.25389422312	458.743138796001	8	0.0287099343403193	FamTGN:Match
2014	600636	2014:600636	2347.6999664842	155.019267439971	271	6.33046949977244e-38	ISSTGN:Match
2015	600636	2015:600636	2442.25070109617	868.287465226723	7	0.0306462138415988	FamTGN:Match
2016	600636	2016:600636	1932.39406431102	620.523432793317	7	0.0207392505817115	FamTGN:Match
2011	600637	2011:600637	1688.00466767885	545.426513741925	5	0.0364030710105199	FamTGN:Match
2012	600637	2012:600637	2021.50256470977	121.043424203155	245	2.85814503294679e-42	ISSTGN:Match
2013	600637	2013:600637	1259.25389422312	458.743138796001	8	0.0287099343403193	FamTGN:Match
2014	600637	2014:600637	2347.6999664842	155.019267439971	271	6.33046949977244e-38	ISSTGN:Match
2015	600637	2015:600637	2442.25070109617	868.287465226723	7	0.0306462138415988	FamTGN:Match
2016	600637	2016:600637	1932.39406431102	620.523432793317	7	0.0207392505817115	FamTGN:Match
2011	600752	2011:600752	2709.83534055448	965.294987053877	9	0.0229396611083583	TaxonKey:Match
2012	600752	2012:600752	2676.03271767871	728.256793529585	12	0.0036603071178705	TaxonKey:Match
2013	600752	2013:600752	2822.87584347643	1091.68112561171	9	0.0323231738386893	TaxonKey:Match
2014	600752	2014:600752	2613.01935529708	884.153698071097	12	0.013082679000405	TaxonKey:Match
2015	600752	2015:600752	2772.82393086037	1012.82416934025	9	0.0255392932825063	TaxonKey:Match
2016	600752	2016:600752	2382.67387739658	974.691819199814	8	0.0444618211628567	TaxonKey:Match
2011	607614	2011:607614	2453.3116359477	388.241490821433	8	0.00039683575418602	TaxonKey:Match
2012	607614	2012:607614	2335.27092401216	319.459768686737	8	0.000161359916717755	TaxonKey:Match
2013	607614	2013:607614	2215.88021552599	347.548055162426	7	0.000699666812631666	TaxonKey:Match
2014	607614	2014:607614	2604.78150213445	295.687932755088	8	4.90251146888384e-05	TaxonKey:Match
2015	607614	2015:607614	2366.74802637369	295.565877823819	7	0.000202407191709101	TaxonKey:Match
2016	607614	2016:607614	2656.96990912414	305.544304944759	7	0.000127731630201865	TaxonKey:Match
2011	604326	2011:604326	2129.25862616645	246.898717762578	9	2.53323024719058e-05	TaxonKey:Match
2012	604326	2012:604326	2002.04807465949	182.212722244019	9	4.18484930564045e-06	TaxonKey:Match
2013	604326	2013:604326	2145.37940972258	200.225646593483	9	5.05785312340961e-06	TaxonKey:Match
2014	604326	2014:604326	1732.73408321395	146.129944185895	9	2.34809535676417e-06	TaxonKey:Match
2015	604326	2015:604326	2173.18533756227	257.26017407618	9	2.94540224148908e-05	TaxonKey:Match
2016	604326	2016:604326	1699.24806956198	396.19263837153	9	0.00265515992802098	TaxonKey:Match
2011	600692	2011:600692	3423.44491530468	1294.98043794813	12	0.0228448258405282	TaxonKey:Match
2012	600692	2012:600692	3717.12845241637	1106.21559894984	18	0.00371401672851008	FamTGN:Match
2013	600692	2013:600692	4310.08641958493	1267.48450421529	17	0.00365627409866789	FamTGN:Match
2014	600692	2014:600692	5529.59987767413	1447.5045035288	12	0.00284269144213608	TaxonKey:Match
2015	600692	2015:600692	6094.07015928786	1978.4482336266	9	0.0151117078375862	TaxonKey:Match
2016	600692	2016:600692	7206.02653357832	1884.54690015274	11	0.0033529667051619	TaxonKey:Match
2011	600706	2011:600706	12996.8119542259	1303.64850432285	9	8.68350748691905e-06	TaxonKey:Match
2012	600706	2012:600706	11549.3533725012	1223.6987232992	9	1.30494702312406e-05	TaxonKey:Match
2013	600706	2013:600706	12027.7444206515	1257.06141936555	9	1.17902987990558e-05	TaxonKey:Match
2014	600706	2014:600706	12376.9511550359	995.081820584931	10	5.66989728574458e-07	TaxonKey:Match
2015	600706	2015:600706	11358.5704252526	1063.91698391448	10	2.07029422101493e-06	TaxonKey:Match
2016	600706	2016:600706	13467.1207889567	1274.59295036768	10	2.25899411909129e-06	TaxonKey:Match
2011	504212	2011:504212	4359.64150893806	778.787914361431	14	8.65444745789449e-05	TaxonKey:Match
2012	504212	2012:504212	3897.78440270225	620.661821871985	14	2.83296829185567e-05	TaxonKey:Match
2013	504212	2013:504212	4037.04616164125	680.687720731037	13	6.91510888101809e-05	TaxonKey:Match
2014	504212	2014:504212	3867.59748549692	676.370478841013	13	9.63351363812806e-05	TaxonKey:Match
2015	504212	2015:504212	4699.66359805556	841.463269922223	11	0.000232449213458056	TaxonKey:Match
2016	504212	2016:504212	5323.15402794725	1124.62021552716	11	0.000800185100637082	TaxonKey:Match
2011	500112	2011:500112	6602.23547091528	951.729022690002	12	2.4643627751771e-05	TaxonKey:Match
2012	500112	2012:500112	6719.77568085428	991.741993994456	12	3.05080451854041e-05	TaxonKey:Match
2013	500112	2013:500112	7119.10497695221	1174.25070593663	12	8.15995449303861e-05	TaxonKey:Match
2014	500112	2014:500112	7065.9796549892	1160.34143509065	12	7.8530468236332e-05	TaxonKey:Match
2015	500112	2015:500112	7045.35921567704	1447.57465046103	11	0.000654525970561423	TaxonKey:Match
2016	500112	2016:500112	8801.29770921696	1319.590968799	10	9.16485653109277e-05	TaxonKey:Match
2011	100047	2011:100047	6147.94852483306	896.916490645884	34	7.98815499383078e-08	TaxonKey:Match
